Name,Year,Platform,Platform_Generation,Platform_Company,NA_Sales,EU_Sales,JP_Sales,Global_Sales
Midnight Club 3: DUB Edition Remix,2006,PS2,6th,Sony,0.97,0.04,0,1.16
Tom Clancy's Ghost Recon: Jungle Storm,2004,PS2,6th,Sony,0.57,0.44,0,1.16
SingStar,2007,PS3,7th,Sony,0.45,0.58,0,1.16
Bushido Blade,1997,PS,5th,Sony,0.39,0.27,0.43,1.16
"NASCAR Thunder 2002",2001,PS2,6th,Sony,0.57,0.44,0,1.16
Jet Force Gemini,1999,N64,5th,Nintendo,0.78,0.28,0.07,1.16
Mega Man X,1993,SNES,4th,Nintendo,0.57,0.08,0.5,1.16
Sega Rally Championship,1995,SAT,5th,Sega,0.21,0.16,0.77,1.16
Test Drive: Off Road,1997,PS,5th,Sony,0.65,0.44,0,1.16
Sniper: Ghost Warrior,2010,X360,7th,Microsoft,0.54,0.51,0,1.16
Rocksmith,2011,PS3,7th,Sony,0.52,0.38,0.09,1.16
LEGO Star Wars: The Video Game,2005,XB,6th,Microsoft,0.83,0.28,0,1.16
Plants vs. Zombies: Garden Warfare,2014,X360,7th,Microsoft,0.51,0.54,0,1.16
Omerta: City of Gangsters,2011,PS3,7th,Sony,0.52,0.46,0,1.15
Gauntlet: Dark Legacy,2001,PS2,6th,Sony,0.56,0.44,0,1.15
Ninja Gaiden Sigma,2007,PS3,7th,Sony,0.57,0.33,0.09,1.15
Bad Boys: Miami Takedown,2004,PS2,6th,Sony,0.56,0.44,0,1.15
Red Dead Redemption: Undead Nightmare,2010,PS3,7th,Sony,0.44,0.46,0.06,1.15
Sonic and the Black Knight,2009,Wii,7th,Nintendo,0.69,0.35,0.01,1.15
Derby Stallion III,1995,SNES,4th,Nintendo,0,0,1.15,1.15
Ratchet & Clank: All 4 One,2011,PS3,7th,Sony,0.75,0.22,0.05,1.15
Donkey Konga,2003,GC,6th,Nintendo,0.5,0.16,0.46,1.15
Fight Night Champion,2011,PS3,7th,Sony,0.45,0.51,0,1.15
Dragon Quest I & II,1993,SNES,4th,Nintendo,0,0,1.15,1.15
Tak and the Power of Juju,2003,PS2,6th,Sony,0.56,0.44,0,1.15
Asteroids,1998,PS,5th,Sony,0.64,0.43,0,1.15
Puyo Puyo Sun Ketteiban,1997,PS,5th,Sony,0,0,1.07,1.15
Action Bass,2000,PS,5th,Sony,0.64,0.43,0,1.14
Tenchu: Wrath of Heaven,2003,PS2,6th,Sony,0.44,0.34,0.25,1.14
Shadow of the Colossus,2005,PS2,6th,Sony,0.78,0.03,0.2,1.14
Brave Fencer Musashi,1998,PS,5th,Sony,0.25,0.17,0.65,1.14
Hot Shots Golf: Out of Bounds,2007,PS3,7th,Sony,0.31,0.03,0.76,1.14
Dance Dance Revolution Extreme 2,2005,PS2,6th,Sony,0.95,0.04,0,1.14
Mirror's Edge,2008,PS3,7th,Sony,0.31,0.59,0.02,1.14
Rabbids Go Home,2009,Wii,7th,Nintendo,0.26,0.75,0,1.14
South Park,1998,N64,5th,Nintendo,0.9,0.23,0,1.14
Pilotwings,1990,SNES,4th,Nintendo,0.46,0.17,0.48,1.14
Resident Evil - Code: Veronica,2000,DC,6th,Sega,0.41,0.23,0.47,1.14
The Lord of the Rings: The Return of the King,2003,XB,6th,Microsoft,0.71,0.38,0,1.14
Royal Palace of White Sword and The City of Gentiles,2005,PS2,6th,Sony,0,0.51,0,1.14
Guitar Hero 5,2009,X360,7th,Microsoft,0.65,0.37,0,1.14
Mobile Suit Gundam: Federation vs. Zeon,2001,PS2,6th,Sony,0.12,0.1,0.88,1.14
Need for Speed Underground 2,2004,GC,6th,Nintendo,0.7,0.39,0.01,1.14
MechAssault,2002,XB,6th,Microsoft,1.01,0.1,0,1.13
ModNation Racers,2010,PS3,7th,Sony,0.5,0.41,0.06,1.13
Derby Stallion 99,1999,PS,5th,Sony,0,0,1.06,1.13
Tom Clancy's Rainbow Six 3: Black Arrow,2004,XB,6th,Microsoft,0.99,0.12,0,1.13
WWE 2K15,2014,PS4,8th,Sony,0.38,0.56,0,1.13
Jampack Winter '98,1998,PS,5th,Sony,0.63,0.43,0,1.13
WWE 2K14,2013,X360,7th,Microsoft,0.64,0.39,0,1.13
Alien: Isolation,2014,PS4,8th,Sony,0.34,0.56,0.04,1.13
Yakuza 3,2009,PS3,7th,Sony,0.21,0.21,0.62,1.13
The Beatles: Rock Band,2009,PS3,7th,Sony,0.67,0.3,0,1.13
Dragon Age II,2011,X360,7th,Microsoft,0.72,0.3,0.01,1.12
Supercar Street Challenge,2001,PS2,6th,Sony,0.55,0.43,0,1.12
Pilotwings 64,1996,N64,5th,Nintendo,0.56,0.24,0.3,1.12
Crackdown 2,2010,X360,7th,Microsoft,0.63,0.37,0.02,1.12
Final Fantasy XIV: A Realm Reborn,2013,PS3,7th,Sony,0.36,0.33,0.28,1.12
Castlevania: Lords of Shadow,2010,PS3,7th,Sony,0.5,0.37,0.1,1.12
Rocksmith,2011,X360,7th,Microsoft,0.84,0.2,0.01,1.12
Disney Infinity 2.0: Marvel Super Heroes,2014,X360,7th,Microsoft,0.62,0.4,0,1.12
Call Of Duty 2: Big Red One,2005,XB,6th,Microsoft,0.66,0.4,0,1.12
Guitar Hero 5,2009,PS2,6th,Sony,0.28,0.3,0,1.12
Spider-Man 2,2004,XB,6th,Microsoft,0.82,0.26,0,1.12
Counter-Strike,2003,XB,6th,Microsoft,0.85,0.23,0,1.11
Mad Max (2015),2015,PS4,8th,Sony,0.32,0.58,0.04,1.11
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",2007,PS2,6th,Sony,0.63,0.37,0,1.11
GRID,2008,PS3,7th,Sony,0.31,0.57,0.03,1.11
Guitar Hero Encore: Rocks The 80s,2007,PS2,6th,Sony,0.92,0.04,0,1.11
Sunset Overdrive,2014,XOne,8th,Microsoft,0.62,0.4,0,1.11
Tom Clancy's Splinter Cell: Chaos Theory,2005,XB,6th,Microsoft,0.68,0.38,0,1.11
Arc the Lad,1995,PS,5th,Sony,0,0,1.1,1.11
NBA Jam Tournament Edition,1994,GEN,4th,Sega,0.95,0.14,0,1.11
Need for Speed: ProStreet,2007,Wii,7th,Nintendo,0.54,0.46,0,1.11
Pikmin 3,2013,WiiU,8th,Nintendo,0.45,0.31,0.29,1.11
Legend of Mana,1999,PS,5th,Sony,0.18,0.13,0.73,1.11
Toy Story 3: The Video Game,2010,PS3,7th,Sony,0.51,0.42,0,1.11
Guitar Hero 5,2009,PS3,7th,Sony,0.53,0.4,0,1.1
Medal of Honor: Airborne,2007,X360,7th,Microsoft,0.45,0.53,0.01,1.1
Triple Play 98,1997,PS,5th,Sony,0.61,0.42,0,1.1
LEGO The Lord of the Rings,2012,PS3,7th,Sony,0.36,0.53,0,1.1
WWE SmackDown vs. Raw 2011,2010,PS3,7th,Sony,0.44,0.46,0.01,1.1
F-Zero X,1998,N64,5th,Nintendo,0.45,0.33,0.29,1.1
NERF N-Strike,2008,Wii,7th,Nintendo,0.92,0.09,0,1.1
NBA Live 2001,2001,PS2,6th,Sony,0.52,0.4,0.04,1.1
SingStar Legends,2006,PS2,6th,Sony,0.12,0.75,0,1.1
SingStar Rocks!,2006,PS2,6th,Sony,0,0.84,0,1.1
Tales of Symphonia,2003,GC,6th,Nintendo,0.54,0.21,0.31,1.1
Star Ocean: The Second Story,1998,PS,5th,Sony,0.26,0.1,0.72,1.1
Lightning Returns: Final Fantasy XIII,2013,PS3,7th,Sony,0.31,0.22,0.45,1.1
Yakuza 2,2006,PS2,6th,Sony,0.05,0.04,0.84,1.09
Skate 2,2009,X360,7th,Microsoft,0.82,0.17,0.01,1.09
Virtua Fighter 5,2007,PS3,7th,Sony,0.29,0.52,0.08,1.09
NFL 2K1,2000,DC,6th,Sega,1.02,0.05,0,1.09
BeatMania,1998,PS,5th,Sony,0,0,1.07,1.09
Madden NFL 2004,2003,XB,6th,Microsoft,1.02,0.02,0,1.09
The Godfather,2006,PS2,6th,Sony,0.89,0.03,0.01,1.09
Tiger Woods PGA Tour 10,2009,Wii,7th,Nintendo,0.61,0.37,0,1.09
Star Wars: Bounty Hunter,2002,PS2,6th,Sony,0.53,0.42,0,1.09
Densha De Go!,1997,PS,5th,Sony,0,0,1.02,1.09
Dante's Inferno,2010,PS3,7th,Sony,0.64,0.28,0.04,1.09
Skylanders Giants,2012,PS3,7th,Sony,0.35,0.52,0,1.09
Endless Ocean,2007,Wii,7th,Nintendo,0.44,0.47,0.09,1.09
NFL Blitz 2000,1998,PS,5th,Sony,0.6,0.41,0,1.09
Sonic Free Riders,2010,X360,7th,Microsoft,0.74,0.26,0,1.09
"NASCAR Thunder 2004",2003,PS2,6th,Sony,0.53,0.41,0,1.08
Prince of Persia,2008,PS3,7th,Sony,0.47,0.41,0.03,1.08
SpongeBob SquarePants: Revenge of the Flying Dutchman,2002,PS2,6th,Sony,0.53,0.41,0,1.08
The Biggest Loser,2009,Wii,7th,Nintendo,0.87,0.12,0,1.08
Fisherman's Bass Club,2002,PS2,6th,Sony,0.53,0.41,0,1.08
Resident Evil: The Darkside Chronicles,2009,Wii,7th,Nintendo,0.48,0.32,0.2,1.08
NCAA Football 13,2012,X360,7th,Microsoft,1.02,0,0,1.08
FIFA Soccer 11,2010,Wii,7th,Nintendo,0.26,0.69,0,1.08
The Orange Box,2007,PS3,7th,Sony,0.28,0.59,0,1.08
Tomb Raider: Underworld,2008,X360,7th,Microsoft,0.53,0.43,0.01,1.08
Tom Clancy's Ghost Recon 2,2004,PS2,6th,Sony,0.64,0.34,0,1.08
DiRT 3,2011,PS3,7th,Sony,0.27,0.59,0.01,1.08
LEGO City Undercover,2013,WiiU,8th,Nintendo,0.47,0.4,0.13,1.08
Ready 2 Rumble Boxing,1998,PS,5th,Sony,0.6,0.41,0,1.08
Star Fox: Assault,2005,GC,6th,Nintendo,0.68,0.18,0.19,1.08
Naruto: Ultimate Ninja Storm,2008,PS3,7th,Sony,0.49,0.35,0.09,1.08
Marvel vs. Capcom 3: Fate of Two Worlds,2011,X360,7th,Microsoft,0.79,0.18,0.03,1.08
NCAA Football 14,2013,X360,7th,Microsoft,1.01,0,0,1.07
Doko Demo Issyo,1999,PS,5th,Sony,0,0,1,1.07
Call of Duty 3,2006,PS2,6th,Sony,0.89,0.03,0,1.07
Red Dead Redemption: Undead Nightmare,2010,X360,7th,Microsoft,0.57,0.39,0.02,1.07
Bully: Scholarship Edition,2008,X360,7th,Microsoft,0.53,0.4,0.03,1.07
Virtua Fighter,1994,SAT,5th,Sega,0.17,0.12,0.77,1.07
WWE SmackDown vs. Raw 2010,2009,PS2,6th,Sony,0.53,0.01,0,1.07
Pro Evolution Soccer 2008,2007,X360,7th,Microsoft,0.08,0.9,0.04,1.07
NHL 99,1997,PS,5th,Sony,0.59,0.4,0,1.07
SoulCalibur III,2005,PS2,6th,Sony,0.74,0.15,0.13,1.07
Skylanders SWAP Force,2013,PS3,7th,Sony,0.43,0.44,0,1.07
F1 2012,2012,PS3,7th,Sony,0.12,0.64,0.05,1.07
Disney Universe,2011,Wii,7th,Nintendo,0.67,0.3,0,1.07
Ridge Racer Revolution,1995,PS,5th,Sony,0.17,0.12,0.71,1.07
LEGO Pirates of the Caribbean: The Video Game,2011,X360,7th,Microsoft,0.54,0.42,0,1.07
Hot Wheels Turbo Racing,1999,PS,5th,Sony,0.59,0.4,0,1.07
NCAA Football 99,1998,PS,5th,Sony,0.59,0.4,0,1.06
Mortal Kombat: Armageddon,2006,PS2,6th,Sony,0.88,0.04,0,1.06
Aliens vs Predator,2010,X360,7th,Microsoft,0.55,0.4,0,1.06
Freekstyle,2002,PS2,6th,Sony,0.52,0.41,0,1.06
Darksiders,2010,X360,7th,Microsoft,0.67,0.29,0.01,1.06
DiRT,2007,PS3,7th,Sony,0.16,0.67,0,1.06
Simple 1500 Series Vol. 1: The Mahjong,1998,PS,5th,Sony,0,0,0.99,1.06
Sega Superstars Tennis,2008,Wii,7th,Nintendo,0.28,0.65,0,1.06
NBA Street V3,2005,PS2,6th,Sony,0.52,0.41,0,1.06
Sleeping Dogs,2012,PS3,7th,Sony,0.31,0.5,0.05,1.06
Mercenaries 2: World in Flames,2008,X360,7th,Microsoft,0.65,0.3,0.01,1.06
Worms Armageddon,1999,PS,5th,Sony,0.18,0.81,0,1.06
Hulk,2003,PS2,6th,Sony,0.52,0.41,0,1.06
LEGO Indiana Jones: The Original Adventures,2008,PS3,7th,Sony,0.44,0.44,0,1.06
NFL Blitz,1998,N64,5th,Nintendo,1.02,0.04,0,1.06
NFL Quarterback Club 98,1997,N64,5th,Nintendo,1.01,0.05,0,1.06
DJ Hero,2009,X360,7th,Microsoft,0.56,0.4,0,1.06
Naruto Shippuden: Ultimate Ninja Storm 4,2016,PS4,8th,Sony,0.39,0.41,0.1,1.06
Virtua Tennis 3,2007,PS3,7th,Sony,0.23,0.59,0.03,1.06
Seek and Destroy,2002,PS2,6th,Sony,0.52,0.4,0,1.06
Warhawk,2007,PS3,7th,Sony,0.49,0.39,0,1.06
Assassin's Creed: Rogue,2014,X360,7th,Microsoft,0.58,0.38,0,1.05
Skylanders: Trap Team,2014,Wii,7th,Nintendo,0.42,0.54,0,1.05
Aliens vs Predator,2010,PS3,7th,Sony,0.41,0.47,0,1.05
Dance on Broadway,2010,Wii,7th,Nintendo,0.27,0.66,0,1.05
Arc the Lad II,1996,PS,5th,Sony,0,0,0.92,1.05
Derby Stallion 96,1996,SNES,4th,Nintendo,0,0,1.04,1.05
UFC Undisputed 3,2012,PS3,7th,Sony,0.55,0.34,0.03,1.05
NBA 2K3,2002,PS2,6th,Sony,0.51,0.4,0,1.05
Dragon Ball: XenoVerse,2015,PS4,8th,Sony,0.3,0.48,0.12,1.05
The Simpsons: Road Rage,2001,XB,6th,Microsoft,0.78,0.26,0,1.05
Dave Mirra Freestyle BMX,2000,PS,5th,Sony,0.91,0.11,0,1.05
WWE SmackDown vs. Raw 2010,2009,X360,7th,Microsoft,0.56,0.38,0.01,1.05
Forza Motorsport,2005,XB,6th,Microsoft,0.52,0.51,0,1.05
Sonic the Hedgehog,2006,X360,7th,Microsoft,0.44,0.49,0,1.05
MySims Agents,2009,Wii,7th,Nintendo,0.62,0.32,0,1.05
Monster Rancher 2,1998,PS,5th,Sony,0.19,0.13,0.66,1.05
The Simpsons Game,2007,X360,7th,Microsoft,0.54,0.4,0,1.05
Guinness World Records: The Videogame,2008,Wii,7th,Nintendo,0.46,0.47,0,1.04
MVP Baseball 2003,2003,PS2,6th,Sony,0.51,0.4,0,1.04
Dragon Ball Z: Budokai Tenkaichi 3,2007,Wii,7th,Nintendo,0.33,0.37,0.26,1.04
Tales of Destiny,1997,PS,5th,Sony,0.09,0.06,0.83,1.04
ATV: Quad Power Racing,2000,PS,5th,Sony,0.58,0.39,0,1.04
Mega Man X4,1996,PS,5th,Sony,0.45,0.3,0.22,1.04
Naruto: Clash of Ninja 2,2003,GC,6th,Nintendo,0.44,0.12,0.45,1.04
Dance Dance Revolution SuperNOVA,2006,PS2,6th,Sony,0.87,0.03,0,1.04
Brink,2011,X360,7th,Microsoft,0.59,0.35,0.01,1.04
Bomberman 64,1997,N64,5th,Nintendo,0.5,0.2,0.31,1.04
Jeremy McGrath Supercross 98,1998,PS,5th,Sony,0.91,0.1,0,1.04
LEGO Indiana Jones 2: The Adventure Continues,2009,X360,7th,Microsoft,0.62,0.33,0,1.04
Project CARS,2015,PS4,8th,Sony,0.17,0.69,0.02,1.04
Need for Speed: Most Wanted,2005,XB,6th,Microsoft,0.53,0.46,0,1.04
LEGO Marvel Super Heroes,2013,XOne,8th,Microsoft,0.61,0.34,0,1.04
Tom Clancy's Ghost Recon Advanced Warfighter 2,2007,PS3,7th,Sony,0.34,0.48,0.02,1.04
EA Sports UFC,2014,PS4,8th,Sony,0.46,0.4,0.01,1.04
MX vs. ATV Unleashed,2005,PS2,6th,Sony,0.86,0.03,0,1.03
Sonic Unleashed,2008,PS3,7th,Sony,0.56,0.33,0.01,1.03
Tiger Woods PGA Tour 08,2007,Wii,7th,Nintendo,0.94,0.02,0,1.03
Rayman Origins,2011,PS3,7th,Sony,0.33,0.51,0.01,1.03
Epic Mickey 2: The Power of Two,2012,Wii,7th,Nintendo,0.72,0.23,0,1.03
NCAA March Madness 2004,2003,PS2,6th,Sony,0.5,0.39,0,1.03
The Simpsons Game,2007,Wii,7th,Nintendo,0.45,0.47,0,1.03
Rock Band 2,2008,Wii,7th,Nintendo,0.94,0.01,0,1.03
Street Fighter Alpha 3,1998,PS,5th,Sony,0.38,0.12,0.51,1.03
Bulletstorm,2011,X360,7th,Microsoft,0.61,0.32,0.01,1.02
FIFA Soccer 08,2007,Wii,7th,Nintendo,0.32,0.59,0.01,1.02
Naruto: Clash of Ninja Revolution,2007,Wii,7th,Nintendo,0.45,0.46,0,1.02
Tom Clancy's Ghost Recon Advanced Warfighter 2,2007,X360,7th,Microsoft,0.87,0.05,0.02,1.02
ZombiU,2012,WiiU,8th,Nintendo,0.53,0.36,0.05,1.02
Shrek 2,2004,GC,6th,Nintendo,0.73,0.26,0.01,1.02
Tales of Graces f,2010,PS3,7th,Sony,0.28,0.21,0.45,1.02
Final Fight 2,1993,SNES,4th,Nintendo,0.39,0.12,0.49,1.02
Wall-E,2008,Wii,7th,Nintendo,0.51,0.4,0,1.02
The Lost World: Jurassic Park,1997,PS,5th,Sony,0.57,0.39,0,1.02
Ace Combat 6: Fires of Liberation,2007,X360,7th,Microsoft,0.69,0.04,0.22,1.02
Madden NFL 07,2006,XB,6th,Microsoft,0.97,0.03,0,1.02
Disney Infinity 2.0: Marvel Super Heroes,2014,PS3,7th,Sony,0.44,0.4,0,1.02
Harry Potter and the Prisoner of Azkaban,2004,PS2,6th,Sony,0.5,0.39,0,1.02
Pong: The Next Level,1998,PS,5th,Sony,0.56,0.38,0,1.01
Bayonetta 2,2014,WiiU,8th,Nintendo,0.34,0.28,0.1,1.01
Prince of Persia,2008,X360,7th,Microsoft,0.54,0.35,0.02,1.01
Ninja Gaiden II,2008,X360,7th,Microsoft,0.65,0.22,0.05,1.01
NBA Jam Tournament Edition,1995,SNES,4th,Nintendo,0.87,0.12,0,1.01
Guitar Hero: Warriors of Rock,2010,Wii,7th,Nintendo,0.48,0.44,0,1.01
Monster Rancher,1997,PS,5th,Sony,0.12,0.08,0.74,1.01
The LEGO Movie Videogame,2014,PS3,7th,Sony,0.33,0.48,0.02,1.01
DiRT 2,2009,PS3,7th,Sony,0.27,0.53,0,1.01
Rayman Legends,2014,PS4,8th,Sony,0.21,0.61,0,1.01
NERF N-Strike Elite,2009,Wii,7th,Nintendo,0.93,0,0,1
Ford Racing 2,2003,PS2,6th,Sony,0.49,0.38,0,1
Breath of Fire III,1997,PS,5th,Sony,0.29,0.19,0.46,1
PES 2009: Pro Evolution Soccer,2008,X360,7th,Microsoft,0.13,0.76,0.03,1
Dead or Alive 2,2000,PS2,6th,Sony,0.3,0.24,0.38,1
Excitebike 64,2000,N64,5th,Nintendo,0.65,0.15,0.19,1
Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,2004,PS2,6th,Sony,0,0,1,1
SoulCalibur II,2003,XB,6th,Microsoft,0.78,0.18,0.03,1
Haze,2008,PS3,7th,Sony,0.49,0.33,0.02,1
UFC Undisputed 3,2012,X360,7th,Microsoft,0.72,0.21,0,1
Winning Eleven: Pro Evolution Soccer 2007 (All Region sales),2006,X360,7th,Microsoft,0.08,0.9,0.02,1
Road & Track Presents: The Need for Speed,1995,PS,5th,Sony,0.56,0.38,0,1
NFL GameDay 2001,2000,PS,5th,Sony,0.56,0.38,0,1
NBA Live 97,1996,PS,5th,Sony,0.55,0.38,0,1
Dynasty Warriors 3: Xtreme Legends,2002,PS2,6th,Sony,0.13,0.1,0.74,1
Rocksmith 2014,2013,PS3,7th,Sony,0.51,0.27,0.05,1
Dead Space 3,2013,PS3,7th,Sony,0.44,0.38,0,1
Wheel of Fortune,2010,Wii,7th,Nintendo,0.89,0.04,0,1
Disney Infinity,2013,PS3,7th,Sony,0.48,0.35,0,1
Dark Souls,2011,X360,7th,Microsoft,0.64,0.28,0,1
Jampack Winter 2000,2000,PS,5th,Sony,0.55,0.38,0,1
Dead Space 3,2013,X360,7th,Microsoft,0.64,0.28,0,0.99
NFL Fever 2002,2000,XB,6th,Microsoft,0.74,0.21,0,0.99
The Simpsons: Hit & Run,2003,GC,6th,Nintendo,0.77,0.2,0,0.99
Tom Clancy's Splinter Cell: Blacklist,2013,X360,7th,Microsoft,0.57,0.34,0.01,0.99
NCAA Football 12,2011,X360,7th,Microsoft,0.94,0,0,0.99
LEGO Pirates of the Caribbean: The Video Game,2011,PS3,7th,Sony,0.36,0.46,0,0.99
Band Hero,2009,Wii,7th,Nintendo,0.6,0.3,0,0.99
Cars: Race-O-Rama,2009,Wii,7th,Nintendo,0.61,0.3,0,0.99
Oddworld: Abe's Exoddus,1998,PS,5th,Sony,0.55,0.38,0,0.99
EyePet,2009,PS3,7th,Sony,0.35,0.52,0.04,0.99
Scooby-Doo! First Frights,2009,Wii,7th,Nintendo,0.88,0.05,0,0.99
The Bouncer,2000,PS2,6th,Sony,0.3,0.23,0.38,0.99
Guitar Hero: Aerosmith,2008,PS3,7th,Sony,0.73,0.15,0,0.99
WWE SmackDown vs Raw 2008,2007,Wii,7th,Nintendo,0.38,0.5,0,0.99
FIFA Soccer 10,2009,Wii,7th,Nintendo,0.23,0.65,0,0.99
Shadow The Hedgehog,2005,GC,6th,Nintendo,0.76,0.2,0,0.99
Xenoblade Chronicles,2010,Wii,7th,Nintendo,0.49,0.26,0.16,0.98
Just Dance 2014,2013,X360,7th,Microsoft,0.72,0.19,0,0.98
Sonic & Sega All-Stars Racing,2010,PS3,7th,Sony,0.36,0.46,0,0.98
"NASCAR 99",1998,N64,5th,Nintendo,0.94,0.04,0,0.98
South Park: The Stick of Truth,2014,PS3,7th,Sony,0.42,0.38,0,0.98
Driver: San Francisco,2011,PS3,7th,Sony,0.24,0.54,0.01,0.98
Sniper Elite V2,2012,PS3,7th,Sony,0.38,0.39,0.06,0.98
Far Cry 4,2014,X360,7th,Microsoft,0.45,0.44,0,0.98
Tom Clancy's Splinter Cell: Blacklist,2013,PS3,7th,Sony,0.34,0.41,0.06,0.98
Pro Evolution Soccer 2014,2013,PS3,7th,Sony,0.03,0.43,0.51,0.98
Madden NFL 16,2015,X360,7th,Microsoft,0.82,0.05,0,0.98
Madden NFL 10,2009,PS2,6th,Sony,0.88,0,0,0.98
Brutal Legend,2009,X360,7th,Microsoft,0.62,0.27,0,0.98
Final Fantasy Type-0,2015,PS4,8th,Sony,0.37,0.32,0.15,0.97
Madden NFL 08,2007,PS3,7th,Sony,0.89,0.01,0,0.97
de Blob,2008,Wii,7th,Nintendo,0.5,0.37,0,0.97
NCAA Football 06,2005,XB,6th,Microsoft,0.73,0.21,0,0.97
NBA 2K10,2009,X360,7th,Microsoft,0.88,0.02,0,0.97
Skylanders: Spyro's Adventure,2011,X360,7th,Microsoft,0.53,0.35,0,0.97
Club Penguin: Game Day!,2010,Wii,7th,Nintendo,0.56,0.33,0,0.97
NHL 2004,2003,PS2,6th,Sony,0.47,0.37,0,0.97
Grand Theft Auto: Vice City Stories,2007,PS2,6th,Sony,0.78,0.03,0.03,0.97
NBA 2K16,2015,X360,7th,Microsoft,0.77,0.1,0,0.97
FIFA Soccer 2005,2004,XB,6th,Microsoft,0.33,0.6,0,0.97
LEGO The Lord of the Rings,2012,Wii,7th,Nintendo,0.52,0.37,0,0.97
Romancing SaGa,1992,SNES,4th,Nintendo,0,0,0.97,0.97
LEGO Star Wars II: The Original Trilogy,2006,GC,6th,Nintendo,0.75,0.19,0,0.97
Medal of Honor: Underground,2000,PS,5th,Sony,0.54,0.37,0,0.97
Dark Cloud 2,2002,PS2,6th,Sony,0.38,0.25,0.26,0.96
Jampack Summer '99,1999,PS,5th,Sony,0.54,0.36,0,0.96
PlayStation All-Stars Battle Royale,2012,PS3,7th,Sony,0.5,0.28,0.04,0.96
Dance Dance Revolution 2nd ReMIX,1999,PS,5th,Sony,0,0,0.9,0.96
Dragon Quest X,2012,Wii,7th,Nintendo,0,0,0.96,0.96
Mortal Kombat Trilogy,1996,N64,5th,Nintendo,0.72,0.22,0,0.96
Sonic Unleashed,2008,X360,7th,Microsoft,0.54,0.33,0,0.96
Lost Planet 2,2010,PS3,7th,Sony,0.29,0.34,0.2,0.96
NHL 2001,2000,PS2,6th,Sony,0.47,0.37,0,0.96
Tom Clancy's Ghost Recon: Future Soldier,2012,PS3,7th,Sony,0.41,0.33,0.09,0.96
Shinobi,2002,PS2,6th,Sony,0.36,0.28,0.22,0.96
Mortal Kombat: Deadly Alliance,2002,XB,6th,Microsoft,0.77,0.15,0,0.96
Naruto Shippuden: Ultimate Ninja Storm 3,2013,PS3,7th,Sony,0.32,0.33,0.15,0.96
LEGO Jurassic World,2015,X360,7th,Microsoft,0.47,0.4,0,0.95
ESPN NBA 2K5,2004,XB,6th,Microsoft,0.88,0.04,0,0.95
World Championship Poker,2004,PS2,6th,Sony,0.8,0.03,0,0.95
Tom Clancy's Splinter Cell: Chaos Theory,2005,PS2,6th,Sony,0.36,0.45,0,0.95
SpongeBob SquarePants: Battle for Bikini Bottom,2003,GC,6th,Nintendo,0.74,0.19,0,0.95
South Park: The Stick of Truth,2014,X360,7th,Microsoft,0.57,0.3,0,0.95
SingStar Abba,2008,PS3,7th,Sony,0.27,0.51,0,0.95
Cars 2,2011,Wii,7th,Nintendo,0.46,0.39,0,0.95
Wild ARMs,1996,PS,5th,Sony,0.26,0.17,0.46,0.95
Kessen,2000,PS2,6th,Sony,0.27,0.21,0.41,0.95
NCAA Football 2000,1999,PS,5th,Sony,0.53,0.36,0,0.95
Brutal Legend,2009,PS3,7th,Sony,0.54,0.28,0,0.95
Skylanders: Spyro's Adventure,2011,PS3,7th,Sony,0.39,0.4,0,0.95
Guitar Hero: Metallica,2009,Wii,7th,Nintendo,0.41,0.43,0,0.95
Evolve,2015,PS4,8th,Sony,0.35,0.41,0.05,0.95
WWE SmackDown vs. Raw 2009,2008,PS3,7th,Sony,0.51,0.31,0.01,0.95
Army of Two: The 40th Day,2010,X360,7th,Microsoft,0.62,0.24,0,0.95
Tony Hawk: RIDE,2009,Wii,7th,Nintendo,0.7,0.17,0,0.95
Lego Batman 3: Beyond Gotham,2014,X360,7th,Microsoft,0.48,0.38,0,0.95
Wii Play: Motion,2011,Wii,7th,Nintendo,0.24,0.43,0.18,0.95
Killzone,2004,PS2,6th,Sony,0.79,0.03,0,0.94
The Tomb Raider Trilogy,2011,PS3,7th,Sony,0.27,0.5,0,0.94
Colin McRae Rally 04,2003,PS2,6th,Sony,0.01,0.71,0.01,0.94
The SpongeBob SquarePants Movie,2004,GC,6th,Nintendo,0.73,0.19,0,0.94
Rocksmith 2014,2013,X360,7th,Microsoft,0.69,0.17,0,0.94
Midway Presents Arcade's Greatest Hits: The Atari Collection 1,1996,PS,5th,Sony,0.52,0.36,0,0.94
Cars,2006,Wii,7th,Nintendo,0.83,0.04,0,0.94
Castlevania: Lament of Innocence,2003,PS2,6th,Sony,0.46,0.36,0,0.94
The Witcher 2: Assassins of Kings,2012,X360,7th,Microsoft,0.48,0.36,0.02,0.94
Bayonetta,2009,X360,7th,Microsoft,0.51,0.26,0.09,0.94
Destroy All Humans!,2005,PS2,6th,Sony,0.78,0.03,0,0.94
MVP Baseball 2005,2005,XB,6th,Microsoft,0.7,0.2,0,0.94
SaGa Frontier 2,1999,PS,5th,Sony,0.1,0.07,0.71,0.94
NCAA Football 10,2009,X360,7th,Microsoft,0.87,0,0,0.94
MLB 2000,1999,PS,5th,Sony,0.52,0.35,0,0.94
